station_id,station_name,obs_time,temp,rh,pressure,wind,wind_dir,rain,risk
C0F9P0,清水,2026-06-15T18:00:00+08:00,25.8,86.0,1004.1,3.8,196.0,8.0,0
C0F9Q0,外埔,2026-06-15T18:00:00+08:00,25.9,87.0,,0.9,179.0,19.0,0
C0F9R0,龍井,2026-06-15T18:00:00+08:00,25.9,89.0,1005.6,2.1,194.0,14.5,0
C0G890,伸港,2026-06-15T18:00:00+08:00,26.0,88.0,1005.0,3.8,159.0,13.0,0
C0E830,苑裡,2026-06-15T18:00:00+08:00,26.2,80.0,1002.7,5.1,180.0,8.0,0
C0F0B0,石岡,2026-06-15T18:00:00+08:00,26.5,75.0,971.1,1.8,168.0,16.0,0
C0F0C0,中坑,2026-06-15T18:00:00+08:00,19.3,93.0,901.0,3.1,184.0,24.0,0
C0I370,魚池,2026-06-15T18:00:00+08:00,22.4,99.0,936.7,0.0,0.0,17.0,0
C0I420,國姓,2026-06-15T18:00:00+08:00,23.7,97.0,975.5,0.0,0.0,23.5,0
C0I390,仁愛,2026-06-15T18:00:00+08:00,19.4,97.0,885.4,0.4,96.0,27.5,0
C0I360,水里,2026-06-15T18:00:00+08:00,24.2,94.0,974.9,2.1,123.0,14.5,0
C0I380,集集,2026-06-15T18:00:00+08:00,24.3,99.0,979.4,2.2,123.0,15.5,0
C0I410,名間,2026-06-15T18:00:00+08:00,24.5,99.0,988.4,1.9,185.0,16.0,0
C0I490,萬大林道,2026-06-15T18:00:00+08:00,16.8,97.0,841.3,0.0,0.0,15.0,0
C0I480,梅峰,2026-06-15T18:00:00+08:00,13.7,99.0,788.6,0.4,145.0,43.5,50
C0I520,玉山風口,2026-06-15T18:00:00+08:00,6.1,100.0,641.5,15.3,277.0,,0
C0I530,小奇萊,2026-06-15T18:00:00+08:00,9.1,100.0,701.1,9.0,220.0,66.0,50
C0I540,奇萊稜線,2026-06-15T18:00:00+08:00,8.1,100.0,682.5,8.6,249.0,,0
C0F9N0,大里,2026-06-15T18:00:00+08:00,27.3,84.0,1000.2,0.8,203.0,12.5,0
C0F9S0,烏日,2026-06-15T18:00:00+08:00,26.0,88.0,1002.9,1.8,166.0,15.0,0
C0F9T0,西屯,2026-06-15T18:00:00+08:00,26.2,82.0,995.5,1.0,172.0,22.5,0
C0F9U0,南屯,2026-06-15T18:00:00+08:00,26.2,86.0,999.9,0.7,100.0,17.0,0
C0G770,福興,2026-06-15T18:00:00+08:00,25.9,89.0,1005.8,2.4,168.0,22.5,0
C0G780,秀水,2026-06-15T18:00:00+08:00,26.5,93.0,1004.9,3.1,162.0,,0
C0G800,埔鹽,2026-06-15T18:00:00+08:00,26.2,90.0,1006.6,3.0,196.0,23.0,0
C0G810,埔心,2026-06-15T18:00:00+08:00,27.1,94.0,1003.8,1.8,173.0,14.0,0
C0G820,田尾,2026-06-15T18:00:00+08:00,27.0,94.0,1003.9,1.2,148.0,15.5,0
C0G830,埤頭,2026-06-15T18:00:00+08:00,26.3,97.0,1004.8,3.2,176.0,15.0,0
C0G860,社頭,2026-06-15T18:00:00+08:00,26.6,90.0,1003.2,2.0,159.0,15.0,0
C0G880,二水,2026-06-15T18:00:00+08:00,26.6,92.0,997.9,0.9,132.0,16.0,0
C0E740,造橋,2026-06-15T18:00:00+08:00,24.8,90.0,1003.7,1.1,237.0,5.5,0
C0D360,梅花,2026-06-15T18:00:00+08:00,23.1,97.0,948.1,0.0,0.0,5.5,0
C0A530,坪林,2026-06-15T18:00:00+08:00,24.7,96.0,972.0,0.0,0.0,0.5,0
C0A550,泰平,2026-06-15T18:00:00+08:00,24.9,100.0,961.8,0.0,0.0,0.0,0
C0A870,五指山,2026-06-15T18:00:00+08:00,22.1,95.0,928.3,2.6,259.0,0.0,0
C0AH00,汐止,2026-06-15T18:00:00+08:00,28.8,88.0,1001.3,1.2,197.0,0.0,0
C0AC60,三峽,2026-06-15T18:00:00+08:00,27.1,94.0,1001.9,0.0,0.0,2.0,0
C0AC70,信義,2026-06-15T18:00:00+08:00,28.2,72.0,998.9,0.5,48.0,0.0,0
C0AC80,文山,2026-06-15T18:00:00+08:00,27.5,99.0,1001.1,0.0,0.0,0.0,0
C0ACA0,新莊,2026-06-15T18:00:00+08:00,27.3,78.0,1003.3,0.9,251.0,0.0,0
C0A520,山佳,2026-06-15T18:00:00+08:00,27.0,90.0,1001.5,0.1,0.0,1.0,0
C0A570,桶後,2026-06-15T18:00:00+08:00,23.8,91.0,966.4,0.0,0.0,0.5,0
C0A890,雙溪,2026-06-15T18:00:00+08:00,28.9,87.0,1001.8,0.0,0.0,0.0,0
C0UA20,多加屯,2026-06-15T18:00:00+08:00,,,737.2,6.1,197.0,21.0,0
C0A950,鼻頭角,2026-06-15T18:00:00+08:00,,,,,,0.0,0
C0A860,大坪,2026-06-15T18:00:00+08:00,24.0,85.0,966.8,0.8,214.0,0.0,0
C0A931,三和,2026-06-15T18:00:00+08:00,26.1,89.0,980.3,0.1,0.0,0.0,0
C0A940,金山,2026-06-15T18:00:00+08:00,26.9,76.0,1002.3,0.0,0.0,0.0,0
C0A640,石碇,2026-06-15T18:00:00+08:00,25.3,89.0,982.2,0.0,0.0,0.0,0
C0C460,復興,2026-06-15T18:00:00+08:00,23.4,98.0,955.2,0.0,0.0,1.5,0
C0C490,八德,2026-06-15T18:00:00+08:00,25.4,89.0,989.1,0.5,143.0,1.5,0
C0A9F0,內湖,2026-06-15T18:00:00+08:00,29.9,73.0,1003.0,0.0,0.0,0.0,0
C0AG80,中和,2026-06-15T18:00:00+08:00,27.0,100.0,1002.0,0.2,0.0,0.0,0
C0B060,暖暖,2026-06-15T18:00:00+08:00,28.0,90.0,998.1,0.0,0.0,0.0,0
C0A9C0,天母,2026-06-15T18:00:00+08:00,28.5,72.0,1004.0,0.8,28.0,0.0,0
C0A980,社子,2026-06-15T18:00:00+08:00,27.2,81.0,1006.6,0.0,0.0,0.5,0
C0AC40,大屯山,2026-06-15T18:00:00+08:00,20.5,98.0,890.1,11.0,239.0,0.5,0
C0AD10,八里,2026-06-15T18:00:00+08:00,27.8,75.0,1002.4,1.8,266.0,0.0,0
C0AD30,蘆洲,2026-06-15T18:00:00+08:00,28.1,80.0,1002.8,0.0,0.0,0.0,0
C0AD40,土城,2026-06-15T18:00:00+08:00,25.5,89.0,1002.6,0.3,274.0,1.0,0
C0AD50,鶯歌,2026-06-15T18:00:00+08:00,26.7,97.0,997.0,1.3,184.0,1.5,0
C0AH10,永和,2026-06-15T18:00:00+08:00,27.7,85.0,1003.4,1.0,85.0,0.0,0
C0AH30,五分山,2026-06-15T18:00:00+08:00,,,,,,1.0,0
C0AH40,平等,2026-06-15T18:00:00+08:00,24.8,89.0,958.3,1.1,336.0,0.0,0
C0AH50,林口,2026-06-15T18:00:00+08:00,25.9,86.0,976.2,1.1,204.0,0.5,0
C0AH80,深坑,2026-06-15T18:00:00+08:00,27.3,94.0,996.8,0.3,109.0,0.0,0
C0B010,七堵,2026-06-15T18:00:00+08:00,29.5,91.0,1005.0,0.7,165.0,0.0,0
C0AI00,五股,2026-06-15T18:00:00+08:00,25.9,90.0,986.5,1.5,207.0,0.0,0
C0AI10,屈尺,2026-06-15T18:00:00+08:00,27.8,97.0,997.4,0.7,159.0,0.5,0
C0AI30,三重,2026-06-15T18:00:00+08:00,28.5,82.0,1004.7,1.0,49.0,0.0,0
C0AI40,石牌,2026-06-15T18:00:00+08:00,29.4,73.0,1003.4,1.6,341.0,0.0,0
C0S920,金峰嘉蘭,2026-06-15T18:00:00+08:00,26.2,77.0,990.8,1.3,268.0,10.5,0
C0S930,延平,2026-06-15T18:00:00+08:00,24.5,97.0,979.5,0.0,0.0,11.5,0
C0S940,石寧山,2026-06-15T18:00:00+08:00,24.7,99.0,989.7,1.3,20.0,2.0,0
C0S950,七塊厝,2026-06-15T18:00:00+08:00,23.3,93.0,961.9,0.9,189.0,4.0,0
C0SA60,知本(水試所),2026-06-15T18:00:00+08:00,27.2,92.0,1005.6,0.6,332.0,5.5,0
C0S960,香蘭,2026-06-15T18:00:00+08:00,27.8,75.0,1002.5,3.1,310.0,6.0,0
C0S970,加津林,2026-06-15T18:00:00+08:00,26.8,87.0,1004.9,1.3,291.0,1.5,0
C0S980,勝林山,2026-06-15T18:00:00+08:00,21.7,85.0,909.8,1.5,262.0,2.5,0
C0S990,山豬窟,2026-06-15T18:00:00+08:00,24.9,90.0,962.5,3.4,242.0,11.5,0
C0SA00,歷坵,2026-06-15T18:00:00+08:00,23.8,90.0,955.3,1.7,293.0,3.5,0
C0SA10,檳榔四格山,2026-06-15T18:00:00+08:00,23.9,90.0,961.3,1.0,168.0,8.0,0
C0SA20,金崙山,2026-06-15T18:00:00+08:00,23.3,74.0,914.2,3.5,234.0,10.0,0
C0SA30,都歷,2026-06-15T18:00:00+08:00,26.0,85.0,997.0,0.0,0.0,2.5,0
C0SA90,達仁林場,2026-06-15T18:00:00+08:00,24.2,97.0,951.9,1.2,300.0,16.5,0
C0R840,牡丹池山,2026-06-15T18:00:00+08:00,23.7,100.0,948.9,5.4,269.0,6.5,0
C0R830,高士,2026-06-15T18:00:00+08:00,24.9,97.0,965.2,2.8,175.0,7.5,0
C0R820,白鷺,2026-06-15T18:00:00+08:00,23.8,100.0,944.9,1.1,324.0,53.5,50
C0R810,內獅,2026-06-15T18:00:00+08:00,26.2,96.0,1006.2,1.3,259.0,18.5,0
C0R800,丹路,2026-06-15T18:00:00+08:00,27.7,100.0,993.1,3.0,226.0,8.0,0
C0R790,九棚,2026-06-15T18:00:00+08:00,27.7,84.0,996.3,5.2,213.0,5.5,0
C0R780,滿州,2026-06-15T18:00:00+08:00,28.2,91.0,1002.0,2.8,230.0,4.5,0
C0R770,保力,2026-06-15T18:00:00+08:00,27.7,95.0,998.1,3.0,253.0,21.0,0
C0R760,南仁湖,2026-06-15T18:00:00+08:00,25.6,99.0,970.9,2.9,234.0,18.0,0
C0H9C0,合歡山頂,2026-06-15T18:00:00+08:00,9.0,100.0,678.1,5.1,328.0,90.5,50
C0F970,大坑,2026-06-15T18:00:00+08:00,27.9,75.0,991.5,1.0,161.0,18.0,0
C0G660,溪湖,2026-06-15T18:00:00+08:00,26.6,88.0,1005.7,0.6,134.0,15.0,0
C0G650,員林,2026-06-15T18:00:00+08:00,27.3,90.0,1003.5,1.7,164.0,13.0,0
C0H960,草屯,2026-06-15T18:00:00+08:00,25.8,95.0,995.0,1.8,184.0,10.0,0
C0G620,芬園,2026-06-15T18:00:00+08:00,24.3,99.0,994.9,0.1,0.0,17.0,0
C0F850,東勢,2026-06-15T18:00:00+08:00,26.8,73.0,966.3,1.7,173.0,19.0,0
C0I110,竹山,2026-06-15T18:00:00+08:00,25.0,83.0,990.5,0.1,0.0,22.5,0
C0E610,馬都安,2026-06-15T18:00:00+08:00,21.0,91.0,915.8,,,14.5,0
C0E550,明德,2026-06-15T18:00:00+08:00,26.9,72.0,997.9,2.5,270.0,3.5,0
C0E590,通霄,2026-06-15T18:00:00+08:00,25.9,82.0,1002.1,3.3,184.0,6.0,0
C0F9I0,神岡,2026-06-15T18:00:00+08:00,24.8,87.0,986.0,2.9,181.0,17.5,0
C0E791,卓蘭,2026-06-15T18:00:00+08:00,26.9,74.0,967.0,3.9,178.0,16.5,0
C0F9V0,新社,2026-06-15T18:00:00+08:00,,,949.5,2.9,167.0,22.0,0
C0H890,埔里,2026-06-15T18:00:00+08:00,23.6,95.0,960.1,0.0,0.0,17.0,0
C0I080,信義,2026-06-15T18:00:00+08:00,22.1,99.0,953.2,0.2,0.0,18.5,0
C0H990,昆陽,2026-06-15T18:00:00+08:00,9.3,100.0,705.8,8.1,219.0,29.5,0
C0I010,廬山,2026-06-15T18:00:00+08:00,17.1,99.0,848.0,0.2,0.0,30.5,0
C0T790,大禹嶺,2026-06-15T18:00:00+08:00,,,,,,,0
C0H9A0,神木村,2026-06-15T18:00:00+08:00,17.5,99.0,845.2,0.0,0.0,59.5,50
C0F9X0,大雅,2026-06-15T18:00:00+08:00,24.8,91.0,989.0,4.1,195.0,17.5,0
C0I460,南投,2026-06-15T18:00:00+08:00,26.3,99.0,996.1,2.7,213.0,11.0,0
C0G910,花壇,2026-06-15T18:00:00+08:00,27.8,95.0,1004.0,4.1,148.0,15.5,0
C0G900,線西,2026-06-15T18:00:00+08:00,25.7,91.0,1004.4,3.1,214.0,9.5,0
C0FA50,霧峰,2026-06-15T18:00:00+08:00,25.4,87.0,999.5,1.6,108.0,13.0,0
C0K330,虎尾,2026-06-15T18:00:00+08:00,24.6,92.0,1004.3,1.9,174.0,24.5,0
C0K291,宜梧,2026-06-15T18:00:00+08:00,24.6,97.0,1008.3,1.8,160.0,36.0,0
C0M520,東後寮,2026-06-15T18:00:00+08:00,24.1,99.0,1007.0,1.4,149.0,60.5,50
C0X050,東河,2026-06-15T18:00:00+08:00,23.8,99.0,1005.6,2.1,112.0,66.5,50
C0X080,佳里,2026-06-15T18:00:00+08:00,24.2,98.0,1008.7,2.8,114.0,83.5,50
C0G730,二林,2026-06-15T18:00:00+08:00,25.5,96.0,1006.4,3.3,183.0,21.5,0
C0X210,白河,2026-06-15T18:00:00+08:00,24.2,99.0,1003.4,2.6,150.0,67.0,50
C0M720,番路,2026-06-15T18:00:00+08:00,23.0,98.0,984.0,3.1,127.0,64.5,50
C0X250,新營,2026-06-15T18:00:00+08:00,24.4,99.0,1005.7,0.5,152.0,65.0,50
C0X280,將軍,2026-06-15T18:00:00+08:00,24.2,100.0,1006.9,1.1,135.0,,0
C0K430,褒忠,2026-06-15T18:00:00+08:00,24.8,94.0,1006.2,5.0,164.0,25.0,0
C0M660,溪口,2026-06-15T18:00:00+08:00,24.8,93.0,1005.1,3.3,167.0,29.0,0
C0K440,二崙,2026-06-15T18:00:00+08:00,25.0,95.0,1005.1,3.4,181.0,19.0,0
C0M700,竹崎,2026-06-15T18:00:00+08:00,23.4,97.0,993.1,2.7,147.0,,0
C0M640,中埔,2026-06-15T18:00:00+08:00,23.4,94.0,991.9,2.8,111.0,49.0,50
C0X230,鹽水,2026-06-15T18:00:00+08:00,24.3,99.0,1007.4,2.9,132.0,58.0,50
C0X220,學甲,2026-06-15T18:00:00+08:00,24.1,99.0,1006.2,3.1,136.0,63.5,50
C0X260,後壁,2026-06-15T18:00:00+08:00,,,,,,,0
C0K420,西螺,2026-06-15T18:00:00+08:00,25.1,91.0,1004.0,2.6,186.0,19.0,0
C0K390,土庫,2026-06-15T18:00:00+08:00,24.7,94.0,1005.5,3.8,177.0,27.5,0
C0M670,大林,2026-06-15T18:00:00+08:00,24.6,93.0,1003.6,2.1,162.0,31.0,0
C0M710,東石,2026-06-15T18:00:00+08:00,24.9,95.0,1007.4,4.5,145.0,68.5,50
C0M690,水上,2026-06-15T18:00:00+08:00,24.4,100.0,1004.8,1.7,134.0,55.0,50
C0M730,嘉義市東區,2026-06-15T18:00:00+08:00,24.4,99.0,1004.2,1.5,126.0,51.5,50
C0X240,關子嶺,2026-06-15T18:00:00+08:00,22.4,99.0,966.5,0.8,183.0,63.5,50
C0O970,虎頭埤,2026-06-15T18:00:00+08:00,24.6,89.0,1002.0,2.0,84.0,103.5,50
C0O990,媽廟,2026-06-15T18:00:00+08:00,24.8,100.0,1007.5,2.2,116.0,110.0,50
C0O960,崎頂,2026-06-15T18:00:00+08:00,24.7,94.0,996.1,1.2,78.0,109.5,50
C0O980,新市,2026-06-15T18:00:00+08:00,25.3,93.0,1008.1,1.4,110.0,96.0,50
C0O830,北寮,2026-06-15T18:00:00+08:00,25.0,90.0,996.2,0.0,0.0,78.0,50
C0O900,善化,2026-06-15T18:00:00+08:00,25.0,99.0,1008.1,2.2,119.0,91.5,50
C0V210,復興,2026-06-15T18:00:00+08:00,22.7,94.0,930.0,0.0,0.0,84.5,50
C0O840,王爺宮,2026-06-15T18:00:00+08:00,23.8,94.0,993.1,1.1,102.0,79.5,50
C0O860,大內,2026-06-15T18:00:00+08:00,24.5,97.0,1004.7,1.6,114.0,90.5,50
C0V530,阿蓮,2026-06-15T18:00:00+08:00,24.5,92.0,1005.8,0.9,93.0,107.5,50
C0X100,臺南市北區,2026-06-15T18:00:00+08:00,25.0,99.0,1006.2,2.9,109.0,113.0,50
C0X110,臺南市南區,2026-06-15T18:00:00+08:00,25.4,93.0,1007.0,2.0,132.0,117.5,50
C0X190,安平,2026-06-15T18:00:00+08:00,24.6,99.0,1007.8,2.2,101.0,111.5,50
C0X120,麻豆,2026-06-15T18:00:00+08:00,25.3,99.0,1006.5,2.4,115.0,92.5,50
C0X150,安定,2026-06-15T18:00:00+08:00,25.1,99.0,1007.3,1.8,146.0,90.0,50
C0X180,山上,2026-06-15T18:00:00+08:00,24.7,94.0,1001.9,2.6,119.0,89.5,50
C0X170,關廟,2026-06-15T18:00:00+08:00,24.9,93.0,1003.7,1.6,101.0,106.5,50
C0X130,官田,2026-06-15T18:00:00+08:00,24.7,100.0,1005.4,0.3,118.0,76.5,50
C0X140,西港,2026-06-15T18:00:00+08:00,24.9,91.0,1007.5,1.8,99.0,105.5,50
C0X160,仁德,2026-06-15T18:00:00+08:00,25.7,94.0,1006.5,1.0,94.0,106.5,50
C0X200,左鎮,2026-06-15T18:00:00+08:00,25.3,95.0,1003.0,1.1,79.0,90.0,50
C0M850,表湖,2026-06-15T18:00:00+08:00,21.3,99.0,931.8,0.8,62.0,78.0,50
C0R600,舊泰武,2026-06-15T18:00:00+08:00,22.6,97.0,926.1,1.0,31.0,88.5,50
C0V790,萬山,2026-06-15T18:00:00+08:00,22.2,91.0,963.0,3.5,259.0,71.0,50
C0V800,六龜,2026-06-15T18:00:00+08:00,23.8,93.0,979.4,0.2,0.0,104.0,50
C0R590,里港,2026-06-15T18:00:00+08:00,24.0,94.0,1001.7,2.9,2.0,78.5,50
C0V810,左營,2026-06-15T18:00:00+08:00,24.2,97.0,1004.3,2.0,330.0,83.5,50
C0R640,東港,2026-06-15T18:00:00+08:00,25.2,96.0,1007.3,3.7,328.0,74.5,50
C0R650,竹田,2026-06-15T18:00:00+08:00,25.9,92.0,1006.1,3.6,337.0,81.5,50
C0R930,萬丹,2026-06-15T18:00:00+08:00,25.2,94.0,1006.0,2.4,311.0,73.0,50
C0R130,阿禮,2026-06-15T18:00:00+08:00,19.9,93.0,894.2,1.8,270.0,51.0,50
C0R140,瑪家,2026-06-15T18:00:00+08:00,21.3,99.0,936.6,1.6,327.0,93.0,50
C0V350,溪埔,2026-06-15T18:00:00+08:00,24.4,99.0,1006.5,0.4,24.0,75.0,50
C0R100,尾寮山,2026-06-15T18:00:00+08:00,,,,,,,0
C0V400,阿公店,2026-06-15T18:00:00+08:00,25.5,99.0,1002.3,2.3,57.0,123.5,50
C0V360,內門,2026-06-15T18:00:00+08:00,23.7,95.0,999.4,0.0,0.0,99.0,50
C0V370,古亭坑,2026-06-15T18:00:00+08:00,24.0,90.0,1002.1,0.4,57.0,119.0,50
C0R270,琉球嶼,2026-06-15T18:00:00+08:00,29.1,92.0,1001.3,1.9,250.0,20.0,0
C0V440,鳳山,2026-06-15T18:00:00+08:00,25.2,99.0,1006.8,1.9,2.0,82.5,50
C0R160,鹽埔,2026-06-15T18:00:00+08:00,24.3,95.0,1003.4,3.5,352.0,63.0,50
C0V450,鳳森,2026-06-15T18:00:00+08:00,24.4,98.0,1002.8,2.6,10.0,86.5,50
C0R190,赤山,2026-06-15T18:00:00+08:00,26.5,94.0,1004.3,0.7,314.0,91.0,50
C0R150,三地門,2026-06-15T18:00:00+08:00,24.4,92.0,996.6,0.0,0.0,49.5,50
C0R220,潮州,2026-06-15T18:00:00+08:00,26.3,92.0,1006.2,0.4,13.0,45.0,50
C0V490,新興,2026-06-15T18:00:00+08:00,24.6,95.0,1006.6,1.7,328.0,84.5,50
C0V640,湖內,2026-06-15T18:00:00+08:00,24.0,99.0,1006.1,0.8,100.0,114.5,50
C0V620,永安,2026-06-15T18:00:00+08:00,24.3,99.0,1007.6,1.1,105.0,135.5,50
C0V770,大社,2026-06-15T18:00:00+08:00,,,,,,104.5,50
C0V610,梓官,2026-06-15T18:00:00+08:00,24.5,98.0,1006.6,1.7,339.0,141.0,50
C0V750,路竹,2026-06-15T18:00:00+08:00,25.4,92.0,1005.3,1.3,95.0,146.0,50
C0V630,茄萣,2026-06-15T18:00:00+08:00,24.8,99.0,1008.0,1.7,108.0,126.0,50
C0V660,岡山,2026-06-15T18:00:00+08:00,25.3,92.0,1007.5,0.3,8.0,145.5,50
C0V650,彌陀,2026-06-15T18:00:00+08:00,24.8,97.0,1009.3,0.5,33.0,127.0,50
C0V760,橋頭,2026-06-15T18:00:00+08:00,25.5,90.0,1006.6,0.5,348.0,149.0,50
C0V680,仁武,2026-06-15T18:00:00+08:00,25.9,96.0,1005.4,2.0,9.0,76.0,50
C0V700,三民,2026-06-15T18:00:00+08:00,25.4,96.0,1006.0,1.3,313.0,79.0,50
C0V690,鼓山,2026-06-15T18:00:00+08:00,24.1,100.0,1006.9,2.7,14.0,86.0,50
C0V710,苓雅,2026-06-15T18:00:00+08:00,25.5,96.0,1005.4,2.8,339.0,76.0,50
C0V740,旗山,2026-06-15T18:00:00+08:00,24.9,90.0,1002.9,1.8,328.0,131.0,50
C0R480,長治,2026-06-15T18:00:00+08:00,25.8,92.0,1002.8,1.0,316.0,58.5,50
C0R570,麟洛,2026-06-15T18:00:00+08:00,26.4,96.0,1004.2,,,53.0,50
C0R580,南州,2026-06-15T18:00:00+08:00,26.9,92.0,1006.5,3.5,359.0,75.5,50
C0R540,佳冬,2026-06-15T18:00:00+08:00,26.8,96.0,1006.0,2.0,68.0,56.5,50
C0R470,高樹,2026-06-15T18:00:00+08:00,24.4,,997.7,2.3,315.0,59.5,50
C0V730,大寮,2026-06-15T18:00:00+08:00,25.3,98.0,1005.5,2.7,9.0,67.5,50
C0R560,新園,2026-06-15T18:00:00+08:00,26.2,92.0,1006.6,2.3,322.0,95.5,50
C0R520,崁頂,2026-06-15T18:00:00+08:00,26.1,93.0,1005.3,2.3,8.0,54.0,50
C0V720,林園,2026-06-15T18:00:00+08:00,,,,,,77.5,50
C0G720,溪州,2026-06-15T18:00:00+08:00,25.2,89.0,1002.9,4.4,172.0,14.0,0
C0K460,斗南,2026-06-15T18:00:00+08:00,24.8,99.0,1001.3,3.9,174.0,24.5,0
C0K400,斗六,2026-06-15T18:00:00+08:00,24.7,91.0,1002.2,2.5,168.0,19.0,0
C0M650,朴子,2026-06-15T18:00:00+08:00,24.0,98.0,1007.1,4.8,155.0,47.0,50
C0K410,北港,2026-06-15T18:00:00+08:00,24.6,95.0,1005.8,3.4,154.0,35.5,0
C0M680,太保,2026-06-15T18:00:00+08:00,24.2,100.0,1006.6,2.0,154.0,56.5,50
C0K470,林內,2026-06-15T18:00:00+08:00,24.5,96.0,997.9,0.9,134.0,20.5,0
C0G740,大城,2026-06-15T18:00:00+08:00,24.9,91.0,1006.2,4.3,157.0,25.0,0
C0M760,民雄,2026-06-15T18:00:00+08:00,24.5,96.0,1004.8,2.5,145.0,39.5,0
C0K450,大埤,2026-06-15T18:00:00+08:00,24.6,93.0,1004.4,3.7,197.0,29.0,0
C0K480,莿桐,2026-06-15T18:00:00+08:00,24.8,95.0,1002.3,3.0,167.0,20.0,0
C0K530,臺西,2026-06-15T18:00:00+08:00,24.7,95.0,1007.4,3.2,156.0,27.0,0
C0K510,水林,2026-06-15T18:00:00+08:00,24.9,98.0,1007.1,2.9,155.0,40.5,50
C0K500,元長,2026-06-15T18:00:00+08:00,24.9,93.0,1006.0,3.4,154.0,33.0,0
C0M750,布袋,2026-06-15T18:00:00+08:00,24.9,97.0,1007.8,4.1,141.0,58.0,50
C0M780,鹿草,2026-06-15T18:00:00+08:00,24.3,99.0,1006.2,2.2,151.0,52.0,50
C0M740,六腳,2026-06-15T18:00:00+08:00,24.4,97.0,1006.7,1.1,176.0,38.0,0
C0M790,新港,2026-06-15T18:00:00+08:00,24.5,97.0,1006.2,2.3,158.0,35.5,0
C0M770,梅山,2026-06-15T18:00:00+08:00,23.9,93.0,990.0,2.7,183.0,40.0,0
C0M820,達邦,2026-06-15T18:00:00+08:00,20.4,99.0,904.5,0.7,250.0,60.0,50
C0X300,鹿寮,2026-06-15T18:00:00+08:00,23.8,98.0,1001.4,0.8,107.0,12.5,0
C0M800,茶山,2026-06-15T18:00:00+08:00,22.6,100.0,961.9,0.0,0.0,84.5,50
C0K560,棋山,2026-06-15T18:00:00+08:00,24.9,100.0,996.4,0.3,71.0,27.5,0
C0K550,蔦松,2026-06-15T18:00:00+08:00,24.3,97.0,1007.6,1.1,131.0,40.5,50
C0X290,北門,2026-06-15T18:00:00+08:00,24.3,100.0,1008.0,3.6,138.0,73.0,50
12J990,口湖工作站,2026-06-15T18:00:00+08:00,24.6,97.0,1007.6,3.6,160.0,19.0,0
12Q970,東港工作站,2026-06-15T18:00:00+08:00,25.2,98.0,1007.5,1.7,350.0,,0
12Q980,恆春工作站,2026-06-15T18:00:00+08:00,28.6,90.0,1007.2,2.0,270.0,7.0,0
42HA10,萬大發電廠,2026-06-15T18:00:00+08:00,,,,0.5,270.0,22.0,0
466881,新北,2026-06-15T18:00:00+08:00,26.4,96.0,1004.2,1.0,130.0,0.5,0
466900,淡水,2026-06-15T18:00:00+08:00,27.1,74.0,1004.6,2.2,160.0,0.0,0
466910,鞍部,2026-06-15T18:00:00+08:00,20.9,93.0,916.6,1.5,150.0,1.0,0
466920,臺北,2026-06-15T18:00:00+08:00,27.2,83.0,1003.3,0.8,90.0,0.0,0
466930,陽明山,2026-06-15T18:00:00+08:00,23.0,83.0,939.9,1.2,360.0,0.5,0
466940,基隆,2026-06-15T18:00:00+08:00,27.7,80.0,1003.6,1.3,200.0,0.0,0
466950,彭佳嶼,2026-06-15T18:00:00+08:00,25.4,91.0,995.6,6.2,260.0,2.0,0
466990,花蓮,2026-06-15T18:00:00+08:00,26.0,94.0,1005.1,0.4,260.0,0.0,0
467050,新屋,2026-06-15T18:00:00+08:00,26.5,81.0,1004.0,4.1,230.0,2.0,0
467080,宜蘭,2026-06-15T18:00:00+08:00,26.2,96.0,1006.3,0.0,0.0,0.5,0
467110,金門,2026-06-15T18:00:00+08:00,25.6,98.0,1003.3,2.9,240.0,2.5,0
467270,田中,2026-06-15T18:00:00+08:00,25.5,92.0,1003.7,2.4,170.0,15.5,0
467280,後龍,2026-06-15T18:00:00+08:00,26.0,80.0,1002.6,4.8,220.0,6.0,0
467290,古坑,2026-06-15T18:00:00+08:00,24.5,92.0,998.2,3.4,190.0,35.5,0
467300,東吉島,2026-06-15T18:00:00+08:00,25.5,95.0,1003.4,7.0,160.0,80.5,50
467350,澎湖,2026-06-15T18:00:00+08:00,25.5,96.0,1006.7,4.7,150.0,55.5,50
467410,臺南,2026-06-15T18:00:00+08:00,24.9,96.0,1006.6,2.7,120.0,111.0,50
467420,永康,2026-06-15T18:00:00+08:00,24.9,96.0,1008.1,3.2,120.0,118.0,50
467441,高雄,2026-06-15T18:00:00+08:00,24.7,99.0,1008.4,0.4,300.0,114.0,50
467480,嘉義,2026-06-15T18:00:00+08:00,24.9,95.0,1005.6,3.0,160.0,51.5,50
467490,臺中,2026-06-15T18:00:00+08:00,25.3,89.0,998.9,0.5,200.0,18.0,0
467530,阿里山,2026-06-15T18:00:00+08:00,12.9,100.0,764.0,0.9,40.0,96.5,50
467540,大武,2026-06-15T18:00:00+08:00,27.6,80.0,1006.5,1.8,200.0,1.0,0
467550,玉山,2026-06-15T18:00:00+08:00,6.2,100.0,644.2,5.2,280.0,83.5,50
467571,新竹,2026-06-15T18:00:00+08:00,25.4,88.0,1003.2,0.3,140.0,3.0,0
467590,恆春,2026-06-15T18:00:00+08:00,28.9,89.0,1005.9,2.6,250.0,12.5,0
